Region,Month of Period End,Median Sale Price in Thousands,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List as %,Average Sale To List MoM ,Average Sale To List YoY ,Average Listing Price Thousands
"Seattle, WA metro area",July 2016,450.0,-2.8%,9.8%,"5,184",-7.4%,-0.5%,"5,922",-7.7%,11.1%,"6,571",9.6%,-7.5%,8,0,-3,102.0,-0.6%,0.9%,441
"Seattle, WA metro area",August 2016,450.0,0.0%,9.1%,"5,355",3.3%,13.8%,"5,447",-8.0%,13.3%,"6,544",-0.4%,-8.0%,10,2,-4,101.4,-0.6%,0.7%,443
"Seattle, WA metro area",September 2016,450.0,0.0%,12.5%,"4,861",-9.2%,10.9%,"5,268",-3.3%,21.0%,"6,807",4.0%,0.0%,11,1,-2,100.9,-0.5%,0.4%,445
"Seattle, WA metro area",October 2016,442.0,-1.8%,9.1%,"4,512",-7.2%,10.5%,"3,612",-31.4%,-6.7%,"5,630",-17.3%,-8.4%,13,2,-2,100.9,-0.1%,0.5%,438
"Seattle, WA metro area",November 2016,455.0,2.9%,12.3%,"4,164",-7.7%,31.6%,"2,709",-25.0%,11.6%,"4,445",-21.0%,-7.7%,15,2,-2,100.5,-0.3%,0.2%,452
"Seattle, WA metro area",December 2016,460.0,1.1%,15.0%,"3,883",-6.7%,0.8%,"1,839",-32.1%,-1.5%,"3,261",-26.6%,-16.4%,19,4,-4,100.6,0.0%,0.6%,457
"Seattle, WA metro area",January 2017,445.0,-3.3%,9.0%,"2,908",-25.1%,23.4%,"3,090",68.0%,-4.8%,"3,007",-7.8%,-23.6%,26,7,3,100.6,0.1%,0.5%,442
"Seattle, WA metro area",February 2017,460.0,3.4%,13.6%,"2,866",-1.4%,2.9%,"3,384",9.5%,-13.3%,"2,816",-6.4%,-28.9%,12,-14,-1,102.1,1.4%,0.9%,450
"Seattle, WA metro area",March 2017,483.0,5.0%,14.2%,"4,070",42.0%,1.9%,"5,136",51.8%,-3.6%,"3,250",15.4%,-24.2%,8,-4,0,103.3,1.2%,1.1%,467
"Seattle, WA metro area",April 2017,500.0,3.5%,16.3%,"3,854",-5.3%,-8.6%,"5,030",-2.1%,-15.4%,"3,525",8.5%,-29.3%,7,-1,-1,104.3,1.0%,1.6%,479
"Seattle, WA metro area",May 2017,510.0,2.0%,15.9%,"5,080",31.8%,4.9%,"6,347",26.2%,4.9%,"4,126",17.0%,-20.3%,7,0,0,104.7,0.3%,1.6%,487
"Seattle, WA metro area",June 2017,525.0,2.9%,13.4%,"5,573",9.7%,-0.4%,"6,552",3.2%,2.1%,"4,913",19.1%,-18.0%,7,0,-1,104.4,-0.3%,1.8%,502
"Seattle, WA metro area",July 2017,530.0,0.9%,17.7%,"4,979",-10.7%,-4.0%,"5,718",-12.7%,-3.4%,"5,419",10.3%,-17.5%,8,1,0,103.4,-0.9%,1.4%,512
"Seattle, WA metro area",August 2017,520.0,-1.8%,15.6%,"5,433",9.1%,1.5%,"5,458",-4.5%,0.2%,"5,373",-0.8%,-17.9%,8,0,-2,102.5,-0.9%,1.0%,507
"Seattle, WA metro area",September 2017,510.0,-1.9%,13.3%,"4,761",-12.4%,-2.1%,"5,021",-8.0%,-4.7%,"5,641",5.0%,-17.1%,10,2,-1,101.8,-0.7%,0.9%,500
"Seattle, WA metro area",October 2017,510.0,0.0%,15.4%,"4,635",-2.6%,2.7%,"4,075",-18.8%,12.8%,"4,698",-16.7%,-16.6%,10,0,-3,101.6,-0.2%,0.7%,501
"Seattle, WA metro area",November 2017,525.0,2.9%,15.4%,"4,147",-10.5%,-0.4%,"2,855",-29.9%,5.4%,"3,490",-25.7%,-21.5%,12,2,-3,101.2,-0.4%,0.7%,518
"Seattle, WA metro area",December 2017,530.0,0.9%,15.2%,"3,909",-5.7%,0.7%,"1,665",-41.7%,-9.5%,"2,392",-31.5%,-26.6%,15,3,-4,101.0,-0.2%,0.5%,524
"Seattle, WA metro area",January 2018,513.0,-3.2%,15.3%,"2,531",-35.3%,-13.0%,"3,161",89.8%,2.3%,"2,367",-1.0%,-21.3%,16,1,-10,101.3,0.3%,0.7%,506
"Seattle, WA metro area",February 2018,530.0,3.3%,15.2%,"2,890",14.2%,0.8%,"3,526",11.5%,4.2%,"2,480",4.8%,-11.9%,8,-8,-4,103.5,2.2%,1.4%,512
"Seattle, WA metro area",March 2018,560.0,5.7%,15.9%,"3,820",32.2%,-6.1%,"5,266",49.3%,2.5%,"3,053",23.1%,-6.1%,7,-1,-1,103.9,0.4%,0.6%,538
"Seattle, WA metro area",April 2018,580.0,3.6%,16.0%,"4,233",10.8%,9.8%,"5,453",3.6%,8.4%,"3,835",25.6%,8.8%,7,0,0,104.5,0.6%,0.2%,555
"Seattle, WA metro area",May 2018,585.0,0.9%,14.7%,"4,871",15.1%,-4.1%,"6,999",28.4%,10.3%,"5,224",36.2%,26.6%,7,0,0,104.1,-0.5%,-0.6%,561
"Seattle, WA metro area",June 2018,583.0,-0.3%,11.1%,"5,108",4.9%,-8.3%,"6,398",-8.6%,-2.4%,"6,455",23.6%,31.4%,7,0,0,102.7,-1.4%,-1.7%,567
"Seattle, WA metro area",July 2018,575.0,-1.4%,8.6%,"4,789",-6.2%,-3.8%,"5,577",-12.8%,-2.5%,"7,278",12.7%,34.3%,9,2,1,101.3,-1.4%,-2.1%,567
"Seattle, WA metro area",August 2018,550.0,-4.3%,5.8%,"4,523",-5.6%,-16.7%,"5,327",-4.5%,-2.4%,"8,155",12.1%,51.8%,12,3,4,100.3,-1.0%,-2.2%,548
"Seattle, WA metro area",September 2018,545.0,-0.9%,6.9%,"3,525",-22.1%,-26.0%,"5,096",-4.3%,1.5%,"9,004",10.4%,59.6%,17,5,7,99.6,-0.7%,-2.2%,547
"Seattle, WA metro area",October 2018,550.0,0.9%,7.8%,"3,830",8.7%,-17.4%,"3,978",-21.9%,-2.4%,"8,360",-7.2%,77.9%,21,4,11,99.2,-0.4%,-2.4%,554
"Seattle, WA metro area",November 2018,550.0,0.0%,4.8%,"3,389",-11.5%,-18.3%,"2,673",-32.8%,-6.4%,"7,064",-15.5%,102.4%,28,7,16,98.8,-0.3%,-2.4%,556
"Seattle, WA metro area",December 2018,537.0,-2.4%,1.3%,"3,129",-7.7%,-20.0%,"1,326",-50.4%,-20.4%,"5,377",-23.9%,124.8%,40,12,25,98.6,-0.3%,-2.5%,544
"Seattle, WA metro area",January 2019,520.0,-3.2%,1.4%,"2,334",-25.4%,-7.8%,"3,232",143.7%,2.2%,"5,144",-4.3%,117.3%,48,8,32,98.4,-0.1%,-2.9%,528
"Seattle, WA metro area",February 2019,545.0,4.9%,2.9%,"2,847",22.0%,-1.5%,"3,055",-5.5%,-13.4%,"5,138",-0.1%,107.2%,39,-9,31,99.1,0.7%,-4.4%,549
"Seattle, WA metro area",March 2019,560.0,2.7%,0.0%,"3,328",16.9%,-12.9%,"5,349",75.1%,1.6%,"5,711",11.2%,87.1%,19,-20,12,99.8,0.6%,-4.2%,561
"Seattle, WA metro area",April 2019,571.0,2.0%,-1.6%,"4,185",25.8%,-1.1%,"5,670",6.0%,4.0%,"6,187",8.3%,61.3%,10,-9,3,100.4,0.6%,-4.1%,568
"Seattle, WA metro area",May 2019,590.0,3.4%,0.9%,"4,893",16.9%,0.5%,"7,034",24.1%,0.5%,"7,739",25.1%,48.1%,9,-1,2,100.4,0.0%,-3.7%,587
"Seattle, WA metro area",June 2019,580.0,-1.7%,-0.5%,"4,798",-1.9%,-6.1%,"5,548",-21.1%,-13.3%,"7,959",2.8%,23.3%,11,2,4,100.3,-0.1%,-2.4%,578
"Seattle, WA metro area",July 2019,560.0,-3.4%,-2.6%,"4,802",0.1%,0.3%,"4,880",-12.0%,-12.5%,"7,710",-3.1%,5.9%,14,3,5,99.9,-0.4%,-1.4%,560
"Seattle, WA metro area",August 2019,560.0,0.0%,1.8%,"4,599",-4.2%,1.7%,"4,455",-8.7%,-16.4%,"7,440",-3.5%,-8.8%,18,4,6,99.6,-0.3%,-0.7%,562
"Seattle, WA metro area",September 2019,540.0,-3.6%,-0.9%,"3,848",-16.3%,9.2%,"4,482",0.6%,-12.0%,"7,382",-0.8%,-18.0%,21,3,4,99.5,-0.1%,-0.1%,542
"Seattle, WA metro area",October 2019,560.0,3.7%,1.8%,"4,102",6.6%,7.1%,"3,787",-15.5%,-4.8%,"6,463",-12.4%,-22.7%,19,-2,-2,99.5,0.0%,0.3%,562
"Seattle, WA metro area",November 2019,555.0,-0.9%,0.9%,"3,588",-12.5%,5.9%,"2,349",-38.0%,-12.1%,"4,800",-25.7%,-32.0%,24,5,-4,99.4,-0.1%,0.6%,558
"Seattle, WA metro area",December 2019,570.0,2.7%,6.1%,"3,734",4.1%,19.3%,"1,597",-32.0%,20.4%,"3,421",-28.7%,-36.4%,32,8,-8,99.3,-0.1%,0.7%,574
"Seattle, WA metro area",January 2020,550.0,-3.5%,5.8%,"2,499",-33.1%,7.1%,"3,204",100.6%,-0.9%,"3,217",-6.0%,-37.5%,38,6,-10,99.4,0.1%,1.0%,553
"Seattle, WA metro area",February 2020,575.0,4.5%,5.5%,"2,991",19.7%,5.1%,"4,009",25.1%,31.2%,"3,362",4.5%,-34.6%,16,-22,-23,100.6,1.2%,1.5%,571
"Seattle, WA metro area",March 2020,592.0,3.0%,5.7%,"3,797",26.9%,14.1%,"5,172",29.0%,-3.3%,"4,399",30.8%,-23.0%,7,-9,-12,101.7,1.1%,2.0%,582
"Seattle, WA metro area",April 2020,600.0,1.4%,5.1%,"3,040",-19.9%,-27.4%,"3,726",-28.0%,-34.3%,"4,821",9.6%,-22.1%,6,-1,-4,101.5,-0.3%,1.1%,591
"Seattle, WA metro area",May 2020,582.0,-3.0%,-1.4%,"3,042",0.1%,-37.8%,"4,747",27.4%,-32.5%,"4,885",1.3%,-36.9%,10,4,1,100.4,-1.0%,0.1%,579
"Seattle, WA metro area",June 2020,615.0,5.7%,6.0%,"4,416",45.2%,-8.0%,"5,296",11.6%,-4.5%,"4,766",-2.4%,-40.1%,9,-1,-2,100.8,0.4%,0.5%,610
"Seattle, WA metro area",July 2020,622.0,1.1%,11.1%,"5,054",14.4%,5.2%,"6,078",14.8%,24.5%,"5,109",7.2%,-33.7%,8,-1,-6,101.2,0.4%,1.3%,614
"Seattle, WA metro area",August 2020,630.0,1.3%,12.5%,"5,031",-0.5%,9.4%,"6,001",-1.3%,34.7%,"5,139",0.6%,-30.9%,7,-1,-11,101.4,0.2%,1.8%,621
"Seattle, WA metro area",September 2020,640.0,1.6%,18.5%,"5,347",6.3%,39.0%,"5,710",-4.8%,27.4%,"4,930",-4.1%,-33.2%,7,0,-14,101.6,0.2%,2.1%,629
"Seattle, WA metro area",October 2020,635.0,-0.8%,13.4%,"5,610",4.9%,36.8%,"5,217",-8.6%,37.8%,"4,665",-5.4%,-27.8%,7,0,-12,101.7,0.1%,2.2%,624
"Seattle, WA metro area",November 2020,630.0,-0.8%,13.5%,"4,498",-19.8%,25.4%,"3,026",-42.0%,28.8%,"3,401",-27.1%,-29.1%,7,0,-17,101.6,0.0%,2.3%,620
"Seattle, WA metro area",December 2020,622.0,-1.3%,9.1%,"4,469",-0.6%,19.7%,"2,519",-16.8%,57.7%,"2,444",-28.1%,-28.6%,9,2,-23,101.6,-0.1%,2.3%,612
"Seattle, WA metro area",January 2021,625.0,0.5%,13.6%,"2,915",-34.8%,16.6%,"3,416",35.6%,6.6%,"2,297",-6.0%,-28.6%,10,1,-28,101.8,0.3%,2.4%,613
"Seattle, WA metro area",February 2021,658.0,5.2%,14.4%,"3,172",8.8%,6.1%,"3,820",11.8%,-4.7%,"2,245",-2.3%,-33.2%,6,-4,-10,104.1,2.3%,3.5%,632
"Seattle, WA metro area",March 2021,700.0,6.5%,18.2%,"4,485",41.4%,18.1%,"5,558",45.5%,7.5%,"2,228",-0.8%,-49.4%,6,0,-1,106.4,2.3%,4.7%,657
"Seattle, WA metro area",April 2021,720.0,2.9%,20.0%,"5,029",12.1%,65.4%,"6,259",12.6%,68.0%,"2,958",32.8%,-38.6%,5,-1,-1,107.5,1.1%,6.0%,669
"Seattle, WA metro area",May 2021,740.0,2.8%,27.1%,"5,236",4.1%,72.1%,"5,857",-6.4%,23.4%,"2,711",-8.4%,-44.5%,5,0,-5,107.6,0.1%,7.2%,687
"Seattle, WA metro area",June 2021,743.0,0.4%,20.8%,"6,104",16.6%,38.2%,"6,536",11.6%,23.4%,"3,120",15.1%,-34.5%,6,1,-3,107.1,-0.5%,6.3%,693
"Seattle, WA metro area",July 2021,750.0,0.9%,20.6%,"5,715",-6.4%,13.1%,"6,051",-7.4%,-0.4%,"3,787",21.4%,-25.9%,6,0,-2,105.8,-1.3%,4.6%,708
"Seattle, WA metro area",August 2021,730.0,-2.7%,15.9%,"5,450",-4.6%,8.3%,"5,328",-11.9%,-11.2%,"3,341",-11.8%,-35.0%,6,0,-1,104.5,-1.3%,3.1%,698
"Seattle, WA metro area",September 2021,715.0,-2.1%,11.7%,"5,349",-1.9%,0.0%,"5,411",1.6%,-5.2%,"3,392",1.5%,-31.2%,7,1,0,103.7,-0.8%,2.1%,689
"Seattle, WA metro area",October 2021,725.0,1.4%,14.2%,"4,967",-7.1%,-11.5%,"4,212",-22.2%,-19.3%,"2,614",-22.9%,-44.0%,7,0,0,103.8,0.1%,2.1%,698
"Seattle, WA metro area",November 2021,720.0,-0.7%,14.3%,"4,557",-8.3%,1.3%,"2,899",-31.2%,-4.2%,"1,588",-39.3%,-53.3%,6,-1,-1,104.1,0.3%,2.4%,691
"Seattle, WA metro area",December 2021,730.0,1.4%,17.4%,"3,849",-15.5%,-13.9%,"2,009",-30.7%,-20.2%,"1,058",-33.4%,-56.7%,7,1,-2,104.3,0.2%,2.7%,699
"Seattle, WA metro area",January 2022,720.0,-1.4%,15.2%,"2,287",-40.6%,-21.5%,"2,841",41.4%,-16.8%,"1,122",6.0%,-51.2%,6,-1,-4,105.0,0.8%,3.2%,685
"Seattle, WA metro area",February 2022,751.0,4.3%,14.2%,"2,723",19.1%,-14.2%,"3,954",39.2%,3.5%,"1,442",28.5%,-35.8%,5,-1,-1,108.6,3.6%,4.5%,691
"Seattle, WA metro area",March 2022,825.0,9.9%,17.9%,"4,447",63.3%,-0.8%,"5,739",45.1%,3.3%,"2,152",49.2%,-3.4%,5,0,-1,110.7,2.1%,4.3%,745
"Seattle, WA metro area",April 2022,851.0,3.2%,18.2%,"4,566",2.7%,-9.2%,"5,736",-0.1%,-8.4%,"3,152",46.5%,6.6%,5,0,0,109.8,-0.9%,2.4%,775
"Seattle, WA metro area",May 2022,851.0,0.0%,15.0%,"4,853",6.3%,-7.3%,"6,056",5.6%,3.4%,"4,081",29.5%,50.5%,5,0,0,107.0,-2.8%,-0.6%,795
"Seattle, WA metro area",June 2022,825.0,-3.1%,11.0%,"4,603",-5.2%,-24.6%,"6,268",3.5%,-4.1%,"6,019",47.5%,92.9%,6,1,0,102.9,-4.1%,-4.2%,801
"Seattle, WA metro area",July 2022,799.0,-3.2%,6.5%,"3,574",-22.4%,-37.5%,"4,999",-20.2%,-17.4%,"6,672",10.8%,76.2%,9,3,3,100.2,-2.7%,-5.6%,797
"Seattle, WA metro area",August 2022,780.0,-2.3%,6.8%,"3,797",6.2%,-30.3%,"4,004",-19.9%,-24.8%,"6,099",-8.6%,82.6%,15,6,9,98.9,-1.3%,-5.6%,788
"Seattle, WA metro area",September 2022,765.0,-1.9%,7.0%,"3,630",-4.4%,-32.1%,"4,042",0.9%,-25.3%,"6,298",3.3%,85.7%,21,6,14,98.7,-0.2%,-5.0%,775
"Seattle, WA metro area",October 2022,766.0,0.1%,5.6%,"2,988",-17.7%,-39.8%,"2,857",-29.3%,-32.2%,"5,717",-9.2%,118.7%,21,0,14,98.5,-0.2%,-5.2%,777
"Seattle, WA metro area",November 2022,737.0,-3.7%,2.4%,"2,506",-16.1%,-45.0%,"1,899",-33.5%,-34.5%,"4,687",-18.0%,195.2%,25,4,19,98.0,-0.5%,-6.0%,752
"Seattle, WA metro area",December 2022,710.0,-3.7%,-2.8%,"2,155",-14.0%,-44.0%,"1,065",-43.9%,-47.0%,"3,491",-25.5%,230.0%,32,7,25,97.8,-0.2%,-6.4%,725
"Seattle, WA metro area",January 2023,720.0,1.4%,0.0%,"1,556",-27.8%,-32.0%,"2,068",94.2%,-27.2%,"2,978",-14.7%,165.4%,43,11,37,98.0,0.2%,-7.0%,734
"Seattle, WA metro area",February 2023,710.0,-1.4%,-5.5%,"2,207",41.8%,-18.9%,"2,352",13.7%,-40.5%,"2,621",-12.0%,81.8%,33,-10,28,99.2,1.2%,-9.4%,715
"Seattle, WA metro area",March 2023,740.0,4.2%,-10.3%,"2,892",31.0%,-35.0%,"3,667",55.9%,-36.1%,"3,146",20.0%,46.2%,13,-20,8,100.1,0.9%,-10.6%,739
"Seattle, WA metro area",April 2023,775.0,4.7%,-8.9%,"2,729",-5.6%,-40.2%,"3,299",-10.0%,-42.5%,"3,195",1.6%,1.4%,7,-6,2,100.9,0.9%,-8.9%,768
"Seattle, WA metro area",May 2023,800.0,3.2%,-6.0%,"3,236",18.6%,-33.3%,"3,890",17.9%,-35.8%,"3,372",5.5%,-17.4%,6,-1,1,101.4,0.5%,-5.6%,788
"Seattle, WA metro area",June 2023,800.0,0.0%,-3.0%,"3,404",5.2%,-26.0%,"3,999",2.8%,-36.2%,"3,766",11.7%,-37.4%,7,1,1,101.2,-0.2%,-1.7%,790
"Seattle, WA metro area",July 2023,780.0,-2.5%,-2.3%,"2,995",-12.0%,-16.2%,"3,493",-12.7%,-30.1%,"3,908",3.8%,-41.4%,8,1,-1,100.8,-0.4%,0.6%,773
"Seattle, WA metro area",August 2023,790.0,1.3%,1.3%,"3,171",5.9%,-16.5%,"3,380",-3.2%,-15.6%,"4,051",3.7%,-33.6%,8,0,-7,100.5,-0.4%,1.5%,786
"Seattle, WA metro area",September 2023,770.0,-2.5%,0.7%,"2,745",-13.4%,-24.4%,"3,429",1.4%,-15.2%,"4,469",10.3%,-29.0%,12,4,-9,99.9,-0.5%,1.2%,770
"Seattle, WA metro area",October 2023,773.0,0.5%,1.0%,"2,615",-4.7%,-12.5%,"2,584",-24.6%,-9.6%,"4,187",-6.3%,-26.8%,12,0,-9,100.0,0.1%,1.5%,773
"Seattle, WA metro area",November 2023,775.0,0.2%,5.1%,"2,209",-15.5%,-11.9%,"1,802",-30.3%,-5.1%,"3,510",-16.2%,-25.1%,17,5,-8,99.5,-0.5%,1.5%,778
"Seattle, WA metro area",December 2023,750.0,-3.2%,5.6%,"1,951",-11.7%,-9.5%,"1,040",-42.3%,-2.3%,"2,445",-30.3%,-30.0%,28,11,-4,99.1,-0.4%,1.2%,756
"Seattle, WA metro area",January 2024,749.0,-0.1%,4.0%,"1,686",-13.6%,8.4%,"2,266",117.9%,9.6%,"2,261",-7.5%,-24.1%,36,8,-7,99.4,0.4%,1.4%,753
"Seattle, WA metro area",February 2024,798.0,6.5%,12.4%,"2,249",33.4%,1.9%,"3,167",39.8%,34.7%,"2,628",16.2%,0.3%,11,-25,-22,101.2,1.7%,1.9%,788
"Seattle, WA metro area",March 2024,825.0,3.4%,11.5%,"2,789",24.0%,-3.6%,"3,742",18.2%,2.0%,"2,862",8.9%,-9.0%,6,-5,-7,102.0,0.8%,1.9%,808
"Seattle, WA metro area",April 2024,850.0,3.0%,9.7%,"3,183",14.1%,16.6%,"4,251",13.6%,28.9%,"3,375",17.9%,5.6%,6,0,-1,102.6,0.6%,1.7%,828
"Seattle, WA metro area",May 2024,860.0,1.2%,7.5%,"3,579",12.4%,10.6%,"5,105",20.1%,31.2%,"4,661",38.1%,38.2%,6,0,0,102.3,-0.3%,0.9%,840
"Seattle, WA metro area",June 2024,850.0,-1.2%,6.3%,"3,191",-10.8%,-6.3%,"4,282",-16.1%,7.1%,"4,998",7.2%,32.7%,7,1,0,101.4,-0.9%,0.2%,838
"Washington, DC metro area",January 2012,278.0,-1.9%,4.9%,"3,265",-24.5%,1.6%,"5,212",56.2%,-1.5%,"14,657",-3.8%,-21.9%,68,8,-1,97.5,-0.1%,0.0%,285
"Washington, DC metro area",February 2012,276.0,-0.7%,4.2%,"3,675",12.6%,5.0%,"5,996",15.0%,4.2%,"14,721",0.4%,-21.9%,64,-4,-11,97.7,0.2%,-0.1%,282
"Washington, DC metro area",March 2012,306.0,10.9%,9.4%,"4,525",23.1%,-5.8%,"8,247",37.5%,0.1%,"15,597",6.0%,-21.5%,50,-14,-13,98.0,0.3%,0.1%,312
"Washington, DC metro area",April 2012,323.0,5.5%,9.9%,"4,984",10.1%,4.4%,"7,607",-7.8%,-8.4%,"15,931",2.1%,-23.8%,32,-18,-17,98.3,0.3%,0.5%,328
"Washington, DC metro area",May 2012,337.0,4.4%,8.8%,"5,861",17.6%,13.0%,"7,311",-3.9%,-2.6%,"15,921",-0.1%,-24.4%,26,-6,-11,98.7,0.4%,0.8%,341
"Washington, DC metro area",June 2012,350.0,3.8%,7.7%,"6,232",6.3%,3.4%,"6,690",-8.5%,-7.1%,"15,869",-0.3%,-24.2%,27,1,-11,98.6,-0.1%,0.8%,354
"Washington, DC metro area",July 2012,340.0,-2.9%,6.3%,"5,570",-10.6%,6.0%,"5,845",-12.6%,-6.7%,"15,244",-3.9%,-25.4%,32,5,-9,98.5,-0.1%,0.5%,345
"Washington, DC metro area",August 2012,335.0,-1.5%,6.7%,"5,611",0.7%,7.8%,"5,915",1.2%,1.9%,"14,646",-3.9%,-25.8%,35,3,-11,98.3,-0.1%,0.5%,340
"Washington, DC metro area",September 2012,320.0,-4.5%,10.3%,"4,545",-19.0%,3.5%,"6,000",1.4%,-0.3%,"14,836",1.3%,-24.7%,38,3,-15,98.4,0.1%,0.7%,325
"Washington, DC metro area",October 2012,320.0,0.0%,14.3%,"4,526",-0.4%,15.2%,"5,400",-10.0%,1.3%,"13,833",-6.8%,-25.7%,34,-4,-18,98.3,-0.1%,0.5%,325
"Washington, DC metro area",November 2012,330.0,3.1%,11.9%,"4,897",8.2%,23.7%,"4,216",-21.9%,-2.3%,"12,663",-8.5%,-26.1%,33,-1,-23,98.5,0.1%,0.7%,335
"Washington, DC metro area",December 2012,325.0,-1.5%,14.7%,"4,557",-6.9%,5.3%,"3,244",-23.1%,-2.8%,"11,360",-10.3%,-25.4%,42,9,-18,98.4,-0.1%,0.8%,330
"Washington, DC metro area",January 2013,300.0,-7.7%,7.9%,"3,648",-19.9%,11.7%,"5,035",55.2%,-3.4%,"10,728",-5.6%,-26.8%,48,6,-20,98.2,-0.2%,0.7%,305
"Washington, DC metro area",February 2013,315.0,5.0%,14.1%,"3,779",3.6%,2.8%,"5,827",15.7%,-2.8%,"10,937",1.9%,-25.7%,43,-5,-21,98.6,0.4%,0.9%,319
"Washington, DC metro area",March 2013,336.0,6.7%,9.8%,"4,954",31.1%,9.5%,"7,339",25.9%,-11.0%,"11,335",3.6%,-27.3%,28,-15,-22,98.9,0.3%,0.8%,339
"Washington, DC metro area",April 2013,352.0,4.8%,9.1%,"5,506",11.1%,10.5%,"8,875",20.9%,16.7%,"12,345",8.9%,-22.5%,18,-10,-14,99.2,0.4%,1.0%,354
"Washington, DC metro area",May 2013,370.0,5.0%,9.7%,"6,705",21.8%,14.4%,"9,028",1.7%,23.5%,"13,592",10.1%,-14.6%,14,-4,-12,99.4,0.2%,0.7%,372
"Washington, DC metro area",June 2013,388.0,4.8%,10.8%,"6,939",3.5%,11.3%,"7,583",-16.0%,13.3%,"14,011",3.1%,-11.7%,15,1,-12,99.6,0.1%,1.0%,389
"Washington, DC metro area",July 2013,370.0,-4.6%,8.8%,"6,543",-5.7%,17.5%,"7,209",-4.9%,23.3%,"14,216",1.5%,-6.7%,20,5,-12,99.3,-0.2%,0.9%,372
"Washington, DC metro area",August 2013,365.0,-1.4%,8.9%,"6,300",-3.7%,12.3%,"6,826",-5.3%,15.4%,"14,522",2.2%,-0.8%,22,2,-13,99.2,-0.1%,0.9%,367
"Washington, DC metro area",September 2013,345.0,-5.5%,7.8%,"5,053",-19.8%,11.2%,"6,821",-0.1%,13.7%,"15,150",4.3%,2.1%,25,3,-13,99.2,0.0%,0.8%,347
"Washington, DC metro area",October 2013,341.0,-1.3%,6.4%,"5,108",1.1%,12.9%,"6,227",-8.7%,15.3%,"14,903",-1.6%,7.7%,27,2,-7,99.1,-0.1%,0.8%,344
"Washington, DC metro area",November 2013,345.0,1.3%,4.5%,"4,215",-17.5%,-13.9%,"4,590",-26.3%,8.9%,"13,704",-8.0%,8.2%,31,4,-2,99.0,-0.2%,0.5%,348
"Washington, DC metro area",December 2013,353.0,2.3%,8.5%,"5,013",18.9%,10.0%,"3,264",-28.9%,0.6%,"12,324",-10.1%,8.5%,38,7,-4,98.7,-0.3%,0.3%,357
"Washington, DC metro area",January 2014,330.0,-6.5%,10.0%,"3,319",-33.8%,-9.0%,"5,099",56.2%,1.3%,"11,935",-3.2%,11.3%,47,9,-1,98.4,-0.3%,0.2%,335
"Washington, DC metro area",February 2014,337.0,2.2%,7.0%,"3,579",7.8%,-5.3%,"5,739",12.6%,-1.5%,"12,306",3.1%,12.5%,46,-1,3,98.7,0.3%,0.1%,341
"Washington, DC metro area",March 2014,345.0,2.4%,2.6%,"4,419",23.5%,-10.8%,"7,779",35.5%,6.0%,"13,242",7.6%,16.8%,31,-15,3,98.9,0.2%,0.0%,348
"Washington, DC metro area",April 2014,365.0,5.8%,3.6%,"5,246",18.7%,-4.7%,"9,436",21.3%,6.3%,"14,741",11.3%,19.4%,23,-8,5,99.1,0.2%,-0.2%,368
"Washington, DC metro area",May 2014,375.0,2.7%,1.4%,"6,042",15.2%,-9.9%,"9,765",3.5%,8.2%,"15,919",8.0%,17.1%,19,-4,5,99.1,0.1%,-0.3%,378
"Washington, DC metro area",June 2014,388.0,3.5%,0.1%,"6,598",9.2%,-4.9%,"8,265",-15.4%,9.0%,"17,411",9.4%,24.3%,19,0,4,99.0,-0.1%,-0.5%,391
"Washington, DC metro area",July 2014,375.0,-3.3%,1.4%,"6,210",-5.9%,-5.1%,"7,716",-6.6%,7.0%,"18,780",7.9%,32.1%,23,4,3,99.0,-0.1%,-0.4%,378
"Washington, DC metro area",August 2014,367.0,-2.0%,0.7%,"5,715",-8.0%,-9.3%,"6,700",-13.2%,-1.8%,"18,762",-0.1%,29.2%,30,7,8,98.7,-0.3%,-0.5%,371
"Washington, DC metro area",September 2014,350.0,-4.7%,1.4%,"4,978",-12.9%,-1.5%,"6,973",4.1%,2.2%,"18,970",1.1%,25.2%,37,7,12,98.6,-0.1%,-0.5%,354
"Washington, DC metro area",October 2014,355.0,1.4%,4.3%,"5,118",2.8%,0.2%,"6,408",-8.1%,2.9%,"18,175",-4.2%,22.0%,40,3,13,98.5,-0.2%,-0.6%,360
"Washington, DC metro area",November 2014,355.0,0.1%,3.0%,"4,113",-19.6%,-2.4%,"4,281",-33.2%,-6.7%,"15,989",-12.0%,16.7%,42,2,11,98.4,-0.1%,-0.6%,360
"Washington, DC metro area",December 2014,370.0,4.0%,4.7%,"5,258",27.8%,4.9%,"3,517",-17.8%,7.8%,"14,082",-11.9%,14.3%,52,10,14,98.4,0.1%,-0.2%,376
"Washington, DC metro area",January 2015,340.0,-8.0%,3.1%,"3,552",-32.4%,7.0%,"5,320",51.3%,4.3%,"13,623",-3.3%,14.1%,61,9,14,97.9,-0.5%,-0.5%,347
